acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z
976, -744, 15872, -79, -111, 818
964, -684, 16004, -136, -147, 856
896, -736, 15984, -185, -211, 895
952, -740, 16016, -254, -238, 912
884, -608, 15892, -285, -282, 929
804, -704, 15840, -305, -241, 946
768, -736, 15896, -300, -231, 948
732, -764, 15888, -283, -237, 898
720, -784, 15744, -261, -302, 877
800, -848, 15784, -238, -310, 888
796, -772, 15668, -195, -301, 889
732, -932, 15964, -214, -300, 903
784, -744, 15844, -174, -315, 901
876, -804, 15788, -182, -378, 903
752, -784, 15760, -167, -386, 891
868, -808, 15928, -187, -383, 903
928, -764, 15764, -196, -343, 890
896, -828, 15756, -184, -350, 879
892, -816, 15820, -213, -381, 843
884, -744, 15720, -217, -372, 852
800, -756, 15740, -230, -361, 840
764, -684, 15792, -217, -360, 863
768, -756, 15736, -191, -329, 836
716, -856, 15808, -227, -329, 800
872, -716, 15780, -229, -287, 794
792, -784, 15752, -217, -240, 789
856, -788, 15940, -236, -219, 758
948, -776, 15688, -264, -167, 762
920, -760, 15832, -233, -150, 754
716, -816, 15920, -227, -183, 779
912, -780, 15744, -229, -214, 788
928, -768, 15824, -258, -272, 787
940, -756, 15936, -269, -365, 816
952, -780, 15868, -351, -381, 857
948, -696, 15780, -331, -345, 916
840, -872, 15732, -341, -294, 885
680, -824, 15796, -317, -305, 853
740, -760, 15788, -276, -278, 830
732, -832, 15776, -239, -285, 776
828, -900, 15780, -177, -300, 770
948, -784, 15752, -184, -324, 740
1020, -764, 15936, -146, -358, 777
840, -656, 15772, -164, -357, 830
988, -644, 15836, -186, -315, 917
1004, -748, 15760, -223, -285, 946
920, -744, 15912, -212, -264, 917
820, -788, 15896, -196, -267, 931
764, -892, 15824, -195, -311, 917
732, -968, 15732, -170, -326, 922
780, -856, 15876, -135, -353, 904
840, -776, 15924, -145, -415, 896
824, -760, 15880, -160, -415, 849
848, -840, 15860, -218, -501, 813
784, -768, 15780, -236, -583, 757
828, -720, 15820, -291, -596, 768
788, -704, 15792, -366, -572, 756
616, -848, 15888, -369, -603, 675
728, -836, 16052, -316, -824, 656
848, -748, 15804, -336, -953, 667
756, -852, 15808, -293, -1080, 662
908, -840, 15616, -325, -1075, 718
1140, -900, 15592, -315, -939, 746
892, -916, 15768, -309, -876, 746
736, -808, 15708, -231, -893, 721
748, -852, 15892, -176, -954, 646
936, -824, 15792, -151, -842, 643
912, -784, 15972, -174, -768, 608
744, -740, 15956, -213, -756, 538
1176, -732, 16088, -283, -846, 545
1204, -516, 15832, -346, -773, 597
1192, -640, 15772, -467, -780, 664
1204, -752, 16028, -455, -870, 732
1076, -708, 15920, -432, -949, 833
1204, -676, 15776, -413, -939, 966
972, -852, 16088, -389, -952, 1009
988, -912, 15952, -363, -859, 1029
1032, -916, 15712, -334, -766, 1045
976, -916, 15640, -301, -723, 1049
1096, -908, 15772, -265, -656, 986
1220, -948, 15700, -252, -508, 948
1200, -892, 15780, -257, -433, 944
1164, -848, 15836, -261, -331, 944
1204, -920, 15772, -310, -198, 962
988, -696, 15904, -322, -149, 969
1104, -880, 15900, -324, -69, 966
1144, -784, 15832, -328, -37, 981
1064, -728, 15928, -345, -55, 957
1008, -836, 15768, -355, -15, 975
900, -880, 15840, -382, -1, 1011
1016, -932, 15712, -351, -16, 1007
1052, -800, 15776, -339, -36, 1000
976, -776, 15656, -336, -84, 945
916, -908, 15916, -341, -238, 927
1020, -928, 15900, -322, -336, 937
944, -920, 15648, -287, -370, 954
1016, -940, 15624, -291, -291, 1009
1056, -920, 15708, -246, -230, 1002
956, -964, 15628, -219, -269, 999
816, -968, 15836, -194, -311, 930
972, -956, 15836, -155, -298, 860
1052, -960, 15940, -154, -300, 829
964, -956, 15860, -191, -259, 805
1060, -1000, 15896, -193, -267, 798
984, -920, 15784, -171, -224, 823
1036, -888, 15872, -188, -237, 828
1012, -940, 15964, -148, -265, 831
972, -832, 15952, -145, -298, 831
976, -864, 15668, -98, -270, 847
1012, -812, 15708, -130, -252, 856
1012, -792, 15872, -160, -168, 884
1056, -832, 15896, -152, -159, 860
1144, -796, 16008, -144, -172, 878
1004, -864, 15940, -149, -174, 902
1060, -736, 16028, -202, -145, 865
1160, -848, 15852, -212, -77, 889
1112, -768, 15752, -258, -78, 882
1020, -696, 15816, -255, -13, 925
1064, -848, 15652, -307, -43, 904
1212, -920, 15880, -331, -76, 926
1068, -800, 15816, -327, -119, 965
1152, -860, 15668, -351, -140, 993
1016, -928, 15720, -328, -122, 1004
1120, -932, 15880, -298, -115, 1036
952, -1108, 15944, -237, -120, 1012
968, -872, 15664, -203, -108, 1007
940, -924, 15788, -139, -135, 1028
992, -916, 15800, -129, -169, 1039
1144, -808, 15704, -110, -178, 1083
1016, -912, 15856, -114, -158, 1128
1072, -940, 15720, -90, -138, 1154
940, -892, 16116, -100, -170, 1171
892, -908, 15908, -73, -220, 1117
936, -880, 15748, -111, -211, 1078
1028, -920, 15768, -140, -117, 1075
980, -876, 15816, -150, -64, 1060
960, -840, 15756, -122, -22, 1046
996, -896, 15964, -162, -59, 1036
944, -980, 15828, -131, -61, 1035
924, -872, 15816, -180, -18, 1008
1052, -800, 15960, -194, -28, 1003
1048, -796, 15848, -194, 24, 976
1068, -820, 15700, -208, 50, 982
1104, -788, 15768, -226, 80, 976
976, -836, 15756, -200, 72, 983
1008, -852, 15848, -216, 125, 1010
892, -872, 15952, -187, 60, 1004
1008, -756, 15852, -205, -55, 1011
956, -900, 15796, -159, -91, 1022
1048, -900, 15936, -192, -84, 1068
1000, -804, 15760, -207, -58, 1080
988, -832, 15768, -190, -51, 1079
836, -840, 15824, -186, -16, 1070
936, -1004, 15888, -182, -24, 1051
900, -1000, 15740, -159, -39, 1010
920, -848, 15788, -158, -33, 1017
1020, -948, 16040, -158, 6, 1017
956, -920, 15824, -162, -33, 1004
964, -912, 15880, -185, -56, 988
904, -820, 15908, -177, -67, 958
968, -672, 15868, -221, -37, 950
980, -852, 15980, -269, -19, 925
1036, -828, 15884, -288, 11, 901
1060, -768, 15892, -328, 87, 896
1024, -720, 15864, -411, 128, 907
976, -808, 15928, -368, 112, 922
888, -908, 15764, -382, 53, 940
840, -876, 15836, -352, 19, 987
820, -1012, 15920, -333, -20, 985
984, -960, 15916, -303, 0, 1003
876, -948, 15944, -295, 29, 975
984, -972, 15720, -251, 21, 959
868, -932, 15804, -239, 35, 954
908, -1036, 15772, -224, 19, 952
916, -836, 15924, -217, 43, 977
844, -924, 15840, -195, 39, 962
988, -956, 15676, -198, 29, 983
928, -924, 15856, -172, 19, 966
976, -880, 15920, -176, 0, 924
1064, -864, 16012, -191, -73, 941
1000, -908, 15816, -188, -83, 949
916, -868, 15740, -250, -40, 1004
980, -916, 15860, -231, -26, 1037
980, -880, 15764, -256, -35, 1033
896, -928, 15936, -248, -51, 1010
796, -848, 15816, -211, -32, 1005
900, -852, 15828, -176, 19, 959
864, -964, 15916, -236, 65, 924
872, -788, 15804, -244, 81, 879
872, -924, 15896, -269, 78, 892
892, -860, 15896, -282, 66, 895
956, -868, 16096, -307, 47, 911
888, -768, 15792, -276, 26, 922
920, -924, 15912, -312, 1, 951
884, -828, 15872, -308, 2, 973
944, -892, 15792, -295, 1, 957
940, -940, 15808, -261, -43, 930
864, -936, 15864, -268, -41, 927
912, -932, 15688, -242, -41, 933
816, -924, 15792, -215, -43, 939
772, -920, 15868, -165, -73, 924
868, -828, 15848, -135, -110, 931
780, -868, 15756, -126, -142, 946
736, -900, 15984, -176, -167, 909
944, -892, 15836, -190, -137, 908
912, -792, 15800, -201, -114, 909
840, -868, 15932, -231, -112, 924
860, -892, 15832, -261, -87, 880
892, -800, 15756, -324, -81, 881
964, -824, 15940, -321, -54, 870
872, -844, 15920, -378, -22, 861
892, -928, 15868, -386, 7, 879
988, -940, 15916, -403, 4, 849
960, -868, 15828, -402, 15, 850
880, -952, 15700, -415, 47, 857
916, -1056, 15740, -390, 71, 890
988, -904, 15804, -348, 65, 892
824, -1004, 15832, -284, 42, 940
896, -964, 15864, -241, -12, 976
748, -1000, 15912, -220, -26, 977
944, -1056, 15836, -191, -80, 968
876, -972, 15872, -139, -70, 983
904, -896, 15772, -178, -90, 990
828, -860, 15780, -195, -89, 983
880, -900, 15544, -214, -112, 994
872, -912, 15572, -240, -110, 978
716, -800, 15772, -245, -70, 948
800, -892, 15796, -266, -46, 954
720, -940, 15832, -254, -58, 918
772, -908, 15924, -252, -41, 892
784, -960, 15816, -247, -53, 874
872, -944, 15880, -242, -57, 854
880, -880, 15804, -255, -49, 861
796, -880, 15868, -266, -57, 884
1016, -928, 15836, -273, -105, 921
944, -984, 16028, -250, -88, 958
908, -960, 15776, -272, -137, 974
916, -908, 15748, -284, -175, 988
860, -860, 15900, -257, -157, 999
936, -1028, 15772, -262, -158, 996
940, -1060, 15740, -258, -151, 975
752, -980, 15844, -233, -133, 947
812, -1000, 15884, -206, -142, 926
824, -1020, 15748, -176, -140, 904
848, -956, 15812, -186, -131, 886
824, -1020, 15696, -167, -153, 895
856, -888, 15828, -162, -124, 900
824, -980, 15828, -158, -102, 888
824, -908, 15968, -134, -121, 902
820, -948, 15900, -171, -126, 917
968, -816, 15900, -206, -124, 908
900, -896, 15788, -227, -111, 929
860, -964, 15748, -257, -124, 934
928, -912, 15804, -296, -123, 951
844, -908, 15868, -271, -141, 947
712, -964, 15840, -271, -154, 976
848, -1024, 15924, -272, -195, 981
840, -956, 15804, -255, -154, 979
788, -980, 15824, -219, -163, 976
808, -992, 15916, -231, -163, 990
768, -1032, 15868, -214, -190, 992
876, -1024, 15896, -213, -196, 974
808, -928, 15800, -194, -193, 976
820, -1004, 15868, -157, -187, 1001
784, -992, 15816, -152, -181, 984
864, -1036, 15808, -134, -171, 969
776, -1008, 15732, -148, -168, 954
832, -1012, 15844, -115, -152, 960
788, -952, 15820, -129, -169, 921
872, -940, 16004, -104, -186, 947
800, -916, 15992, -93, -206, 999
880, -768, 16036, -81, -187, 1019
768, -884, 15908, -118, -202, 1028
864, -912, 15868, -127, -177, 1013
808, -828, 15912, -162, -168, 1002
796, -952, 15880, -207, -143, 981
820, -992, 15676, -228, -162, 947
796, -1040, 15768, -249, -171, 904
764, -972, 15736, -275, -181, 916
848, -956, 15772, -281, -157, 926
908, -932, 15800, -282, -196, 952
784, -1000, 15848, -249, -225, 979
792, -900, 15856, -241, -243, 998
796, -964, 15788, -231, -275, 1012
772, -1124, 15908, -232, -305, 987
900, -1124, 15672, -201, -313, 970
816, -1048, 15656, -231, -271, 961
736, -1044, 15728, -237, -256, 935
896, -952, 15740, -221, -227, 929
784, -944, 15772, -215, -220, 891
776, -988, 15964, -222, -218, 869
796, -928, 15920, -196, -217, 879
872, -872, 15860, -177, -199, 865
832, -928, 15940, -217, -171, 867
960, -928, 15848, -202, -182, 881
904, -912, 15792, -207, -185, 885
828, -872, 15980, -199, -213, 895
920, -996, 15780, -232, -205, 886
960, -984, 15828, -234, -207, 865
1000, -964, 16008, -236, -167, 905
984, -912, 15824, -209, -150, 917
900, -952, 15916, -198, -137, 952
824, -908, 15868, -230, -173, 963
808, -1000, 15876, -202, -208, 1002
824, -1036, 15788, -192, -244, 1038
832, -992, 15916, -166, -236, 996
852, -960, 15780, -192, -237, 993
856, -1064, 15800, -208, -198, 992
780, -976, 15684, -205, -178, 984
768, -1060, 15884, -215, -193, 972
764, -972, 15940, -188, -206, 955
892, -972, 15692, -191, -214, 958
832, -936, 15736, -190, -208, 975
648, -960, 15928, -213, -195, 969
832, -928, 15708, -194, -172, 971
880, -1112, 15912, -187, -179, 964
764, -960, 15740, -186, -186, 952
768, -948, 15716, -200, -183, 965
864, -1020, 15892, -137, -170, 938
824, -1024, 15764, -134, -146, 929
860, -988, 15948, -117, -159, 908
732, -1024, 15728, -100, -131, 911
872, -1032, 15828, -74, -170, 911
720, -984, 15868, -52, -163, 940
836, -908, 15872, -49, -178, 930
820, -1016, 15828, -51, -211, 944
784, -928, 15952, -62, -219, 936
836, -980, 15944, -86, -216, 934
944, -924, 15884, -77, -187, 920
836, -884, 15728, -129, -178, 915
964, -928, 15880, -149, -185, 937
868, -1040, 15808, -112, -179, 929
732, -980, 15804, -143, -187, 952
784, -928, 15840, -169, -177, 957
888, -972, 15776, -153, -156, 976
876, -1040, 15828, -147, -184, 957
844, -1056, 15704, -142, -147, 965
888, -996, 15876, -158, -150, 958
840, -1044, 15568, -188, -151, 945
772, -1040, 15840, -180, -151, 986
840, -1112, 15820, -168, -202, 954
844, -956, 15844, -146, -261, 978
844, -852, 15884, -195, -227, 998
904, -1000, 15676, -157, -225, 1023
936, -984, 15868, -165, -209, 1024
936, -1032, 15880, -162, -213, 1046
716, -1076, 15848, -180, -212, 1014
816, -992, 15764, -200, -227, 998
868, -1000, 15684, -213, -230, 957
876, -1136, 15900, -176, -219, 950
824, -1084, 15936, -198, -183, 926
944, -864, 15784, -203, -146, 911
908, -944, 15920, -196, -96, 903
900, -912, 15920, -222, -121, 920
912, -952, 15880, -187, -144, 930
968, -888, 15912, -224, -167, 954
904, -956, 15988, -211, -164, 998
916, -976, 15936, -220, -203, 1002
876, -1052, 15832, -235, -186, 987
904, -956, 15928, -270, -176, 966
936, -924, 15808, -278, -163, 982
836, -1072, 15808, -298, -160, 944
936, -1080, 15600, -224, -122, 950
696, -1080, 15748, -251, -143, 964
764, -1148, 15896, -249, -90, 946
736, -1048, 15820, -200, -134, 949
864, -1048, 15992, -197, -148, 947
884, -964, 15776, -165, -152, 955
864, -1000, 15704, -205, -141, 964
856, -1048, 15620, -184, -165, 962
944, -956, 15780, -191, -207, 958
816, -960, 15804, -236, -229, 1010
884, -1060, 15900, -186, -225, 1044
748, -884, 15832, -168, -266, 1064
784, -1012, 15872, -121, -264, 1044
676, -800, 15900, -106, -289, 1059
736, -1008, 15812, -138, -273, 1035
748, -1020, 15920, -132, -261, 1022
780, -888, 15692, -151, -250, 958
772, -976, 15728, -161, -230, 944
768, -900, 15760, -171, -191, 926
896, -1044, 15840, -186, -177, 914
768, -948, 15900, -160, -191, 899
800, -944, 15952, -170, -184, 906
752, -944, 15912, -178, -190, 895
876, -824, 15828, -171, -199, 912
844, -1032, 15724, -169, -221, 910
884, -948, 15796, -198, -264, 919
844, -940, 15856, -193, -235, 957
872, -1088, 15804, -166, -249, 978
868, -1112, 15832, -158, -258, 1012
808, -1064, 15720, -157, -270, 1005
896, -1044, 15920, -102, -217, 988
900, -1012, 15748, -83, -230, 991
908, -1100, 15760, -55, -218, 992
776, -1028, 15688, -41, -237, 1010
812, -1064, 15848, -30, -273, 1005
860, -1048, 15836, -17, -285, 1043
920, -1032, 15804, -48, -310, 1051
832, -1012, 15708, -92, -340, 1067
828, -896, 15868, -109, -357, 1080
920, -948, 15816, -154, -345, 1089
792, -1020, 15776, -159, -317, 1081
808, -960, 15832, -142, -324, 1059
804, -992, 15736, -140, -289, 1001
804, -948, 15944, -148, -311, 1001
780, -896, 15896, -132, -309, 1010
804, -988, 15864, -103, -289, 1006
928, -980, 15784, -137, -268, 1029
864, -984, 15632, -102, -235, 986
736, -920, 15840, -126, -211, 996
820, -980, 15824, -123, -206, 961
816, -972, 15852, -96, -183, 943
928, -968, 15888, -119, -164, 940
892, -972, 15888, -101, -165, 947
984, -940, 15852, -102, -193, 975
920, -884, 15900, -120, -153, 997
940, -1004, 15728, -184, -136, 990
908, -972, 15888, -176, -174, 1033
1024, -1024, 15904, -181, -200, 1050
1000, -1060, 15880, -179, -249, 1076
928, -1136, 15876, -163, -280, 1096
840, -1056, 15824, -125, -303, 1122
804, -1068, 15800, -101, -355, 1196
804, -1188, 15856, -39, -359, 1224
948, -1196, 15916, 9, -345, 1211
876, -1108, 15724, 24, -346, 1206
916, -1116, 15728, 23, -322, 1185
944, -1080, 15804, 46, -284, 1169
932, -1072, 15704, 22, -269, 1157
836, -1020, 15860, 6, -238, 1151
1008, -968, 15832, 49, -221, 1180
872, -928, 15908, 29, -213, 1158
908, -980, 15856, 45, -214, 1127
808, -1000, 15812, 26, -237, 1134
868, -924, 15780, -12, -288, 1107
876, -892, 15692, -72, -257, 1132
860, -908, 15608, -77, -218, 1143
844, -912, 15784, -32, -132, 1125
740, -964, 15632, 27, -152, 1111
784, -1060, 15992, 52, -246, 1131
672, -824, 15776, 127, -277, 1119
620, -824, 15844, 184, -297, 1133
680, -836, 15764, 197, -317, 1127
756, -924, 15780, 147, -340, 1095
656, -860, 15748, 154, -310, 1065
776, -816, 15732, 108, -247, 1009
808, -912, 15632, 55, -235, 995
716, -788, 15720, 34, -182, 951
700, -848, 15656, 28, -175, 937
896, -856, 15564, -18, -196, 898
912, -844, 15692, -9, -176, 876
768, -852, 15828, -106, -170, 864
824, -904, 15832, -171, -165, 854
960, -992, 16012, -206, -138, 841
1036, -944, 15988, -233, -107, 886
904, -980, 15964, -257, -121, 867
1012, -1024, 16004, -269, -172, 906
1000, -944, 15940, -246, -188, 939
1044, -892, 16032, -257, -220, 973
952, -1016, 16108, -223, -313, 1018
964, -916, 16108, -206, -419, 1053
1052, -1016, 15808, -162, -471, 1098
968, -992, 15900, -181, -454, 1166
900, -1004, 15896, -141, -431, 1175
976, -1000, 16084, -98, -491, 1191
836, -984, 15876, -68, -599, 1179
840, -1032, 15888, -55, -650, 1220
812, -904, 15780, -56, -619, 1228
780, -904, 15780, -111, -562, 1228
760, -784, 15964, -189, -549, 1185
692, -816, 15892, -235, -523, 1103
696, -916, 15732, -325, -452, 1025
664, -1020, 15712, -372, -369, 948
912, -792, 15632, -463, -298, 907
752, -904, 15876, -484, -273, 866
796, -896, 15876, -504, -259, 820
896, -888, 15892, -556, -284, 796
868, -944, 15736, -603, -314, 792
1072, -996, 15896, -629, -345, 799
1128, -996, 15836, -608, -308, 838
1200, -964, 15912, -587, -269, 917
1036, -1032, 15828, -555, -264, 943
1048, -1192, 16060, -502, -254, 931
1068, -1216, 16012, -432, -213, 914
1056, -1168, 16020, -410, -172, 942
1032, -1160, 16032, -361, -118, 909
1036, -1040, 15948, -296, -91, 919
1040, -1012, 15820, -252, -100, 946
900, -960, 15776, -245, -72, 943
948, -980, 15960, -234, -85, 970
948, -912, 15824, -240, -126, 973
836, -956, 15824, -250, -164, 967
1004, -912, 15792, -267, -207, 971
816, -932, 15840, -295, -287, 905
920, -932, 15752, -330, -360, 869
964, -896, 15580, -344, -386, 885
812, -952, 15544, -370, -346, 878
772, -1032, 15552, -382, -314, 911
568, -1084, 15592, -323, -274, 889
684, -980, 15532, -254, -254, 860
700, -1048, 15724, -177, -246, 824
768, -1116, 15736, -62, -321, 810
824, -1068, 15724, -62, -366, 802
848, -1008, 15644, 34, -344, 842
800, -1116, 15652, 16, -355, 852
872, -1020, 15748, 71, -336, 847
840, -1080, 15808, 86, -376, 857
812, -936, 15824, 142, -494, 878
796, -944, 15980, 204, -646, 880
800, -944, 15988, 266, -780, 955
808, -876, 16020, 262, -904, 1012
1000, -848, 15732, 229, -965, 1055
960, -924, 15812, 191, -951, 1082
944, -984, 15932, 158, -1016, 1128
984, -976, 16096, 235, -1339, 1167
988, -932, 15992, 256, -1536, 1229
1236, -1032, 15700, 218, -1577, 1251
1072, -1120, 15704, 244, -1532, 1304
1124, -1056, 15720, 277, -1516, 1281
952, -1012, 16184, 313, -1605, 1282
1092, -1000, 15956, 442, -1671, 1356
996, -1000, 15916, 462, -1748, 1428
1080, -912, 16232, 467, -1987, 1432
1260, -888, 15992, 447, -2121, 1463
1124, -852, 15948, 449, -2072, 1508
1248, -868, 15792, 334, -1907, 1522
1228, -852, 15852, 299, -1767, 1525
1156, -860, 15788, 251, -1577, 1458
992, -904, 15884, 221, -1510, 1356
984, -872, 15852, 196, -1412, 1253
1256, -796, 15792, 136, -1261, 1216
1156, -708, 15680, 57, -1077, 1175
1176, -708, 15676, -23, -938, 1143
1236, -740, 15824, -54, -822, 1130
1232, -824, 15844, -101, -738, 1115
1160, -748, 15872, -130, -661, 1154
1036, -896, 16044, -131, -818, 1144
1084, -900, 16300, -75, -1238, 1193
928, -924, 16384, 13, -1987, 1263
1128, -820, 16196, 124, -2599, 1400
1348, -952, 15772, 250, -2916, 1622
1552, -1016, 15268, 313, -2943, 1811
1556, -1204, 15320, 356, -2778, 1879
1476, -1240, 15220, 463, -2561, 1904
1152, -1300, 15564, 588, -2419, 1825
1240, -1168, 15536, 710, -2298, 1723
1176, -1264, 15696, 821, -2121, 1603
1188, -1128, 15768, 847, -2001, 1520
1216, -992, 15844, 877, -1891, 1418
1388, -760, 15664, 743, -1641, 1334
1360, -612, 16104, 709, -1625, 1374
1296, -708, 16732, 679, -2164, 1279
1684, -556, 16452, 593, -2670, 1261
2036, -384, 15784, 330, -2440, 1376
1992, -368, 15760, 147, -2204, 1500
1712, -504, 15616, 74, -1945, 1571
1572, -616, 16044, 115, -1844, 1639
1624, -752, 15672, 180, -1696, 1652
1476, -768, 15408, 224, -1507, 1645
1332, -984, 15788, 242, -1413, 1555
1628, -1132, 15696, 337, -1392, 1418
1560, -976, 15608, 374, -1288, 1364
1348, -820, 15676, 432, -1224, 1418
1572, -728, 15616, 508, -1079, 1513
1740, -820, 15656, 523, -1027, 1619
1612, -704, 15940, 632, -1231, 1718
1504, -748, 16036, 771, -1508, 1803
1596, -732, 15872, 812, -1663, 1886
1600, -872, 15728, 797, -1732, 2010
1644, -692, 15676, 874, -1874, 2054
1656, -800, 15952, 960, -2051, 2094
1472, -948, 16180, 1035, -2479, 2186
1520, -1016, 15936, 1154, -2852, 2234
1840, -792, 15508, 1232, -2860, 2312
1848, -912, 15476, 1261, -2722, 2273
1784, -1024, 15664, 1307, -2670, 2173
1736, -888, 15884, 1437, -2858, 2173
1688, -804, 16044, 1633, -3269, 2211
1856, -756, 16200, 1638, -3706, 2220
2000, -516, 15836, 1681, -3942, 2391
2224, -640, 15560, 1569, -3700, 2488
2116, -604, 15228, 1421, -3364, 2485
2012, -552, 15448, 1403, -3095, 2525
1580, -620, 15996, 1479, -3125, 2537
1896, -632, 15812, 1543, -3099, 2467
1828, -304, 15836, 1564, -3120, 2363
1996, -280, 15836, 1610, -2989, 2322
2308, -528, 15468, 1589, -2804, 2335
2292, -556, 15200, 1192, -2260, 2083
2120, -372, 15704, 929, -1881, 1908
1752, -352, 16312, 911, -2083, 1807
1964, -296, 16372, 1042, -2510, 1814
2256, -328, 15940, 1086, -2748, 1908
2200, -264, 15772, 1038, -2885, 1969
2220, -360, 16056, 1025, -3212, 2006
2080, -392, 16400, 1114, -3757, 2156
2180, -420, 16068, 1267, -4261, 2320
2464, -620, 15580, 1253, -4491, 2399
2572, -496, 15376, 1321, -4366, 2354
2580, -676, 15048, 1396, -4091, 2322
2444, -788, 15444, 1498, -3979, 2260
2420, -644, 15616, 1522, -3992, 2134
2464, -668, 15652, 1572, -4068, 2077
2560, -352, 15680, 1575, -4031, 2061
2508, -404, 15636, 1540, -3852, 2038
2736, -296, 15504, 1461, -3567, 2023
2836, -212, 15736, 1373, -3275, 1879
2528, -212, 15964, 1257, -3137, 1767
2776, -60, 15540, 1092, -2944, 1594
2792, 36, 15708, 973, -2665, 1508
2776, 32, 15724, 857, -2580, 1455
2708, -56, 16048, 818, -2682, 1445
2528, 68, 16444, 769, -3082, 1549
2624, -52, 16456, 741, -3622, 1599
2824, -60, 16032, 701, -4045, 1673
2864, -120, 15816, 718, -4284, 1782
2844, -116, 15696, 751, -4427, 1917
2860, -512, 15620, 820, -4536, 1946
2964, -464, 15576, 869, -4740, 1923
2760, -608, 15756, 952, -5124, 1874
2908, -648, 15592, 1103, -5362, 1833
2988, -504, 15220, 1217, -5161, 1810
3284, -420, 14692, 1272, -4657, 1790
3260, -452, 15112, 1313, -4375, 1691
3080, -412, 15628, 1413, -4448, 1617
3140, -436, 15512, 1493, -4378, 1532
3280, -160, 15480, 1468, -4161, 1400
3480, 56, 15444, 1418, -3879, 1343
3396, 132, 15684, 1305, -3695, 1312
3388, 120, 16000, 1294, -3782, 1348
3472, 240, 15884, 1270, -3854, 1412
3684, 256, 15648, 1196, -3809, 1483
3588, 76, 15780, 1069, -3780, 1429
3528, 208, 15936, 923, -3892, 1370
3500, 168, 15400, 776, -3746, 1311
3636, 160, 15468, 662, -3497, 1289
3596, 88, 15332, 603, -3224, 1242
3680, 112, 15432, 588, -3073, 1168
3448, 116, 15548, 560, -3130, 1068
3604, -24, 15512, 543, -3464, 1022
3592, 64, 15724, 541, -3747, 995
3784, -56, 15376, 559, -3846, 988
3792, -68, 15108, 514, -3543, 1018
3900, -68, 15036, 488, -3289, 996
3796, -72, 15336, 513, -3122, 908
3564, -68, 15680, 548, -3237, 876
3460, 52, 16016, 692, -3776, 820
3828, -16, 15656, 785, -4009, 820
4044, -16, 15136, 819, -3799, 911
4180, 144, 15068, 803, -3380, 998
4140, 168, 15256, 800, -3007, 1043
4048, 184, 15264, 790, -2832, 1015
3988, 344, 15308, 714, -2668, 925
4132, 360, 15284, 637, -2463, 800
4272, 472, 15120, 472, -2146, 721
4296, 440, 15224, 279, -1736, 722
4324, 560, 15452, 121, -1432, 700
4272, 364, 15532, -13, -1262, 741
4192, 480, 15388, -128, -1117, 769
4248, 448, 15416, -293, -995, 774
4016, 268, 15504, -323, -961, 847
3928, 164, 15676, -373, -1208, 877
3876, 160, 15688, -344, -1444, 786
3928, 60, 15432, -322, -1643, 796
4056, 56, 15284, -320, -1679, 767
4108, -20, 15204, -307, -1633, 799
4196, 0, 15252, -238, -1566, 821
4328, -80, 14976, -177, -1466, 830
4252, -76, 15128, -165, -1322, 821
4248, 24, 15372, -123, -1225, 805
4260, -36, 15608, -57, -1276, 839
4128, 40, 15888, 23, -1550, 829
4032, 48, 16064, 52, -2070, 809
4084, 72, 15836, 71, -2653, 798
4420, 92, 15424, 71, -2825, 858
4560, 48, 15216, 92, -2666, 979
4544, 40, 15080, 100, -2383, 1004
4528, 64, 15108, 185, -2123, 1002
4580, 96, 15136, 217, -1918, 960
4464, 44, 15168, 298, -1777, 958
4104, 152, 15708, 309, -1989, 982
4248, 140, 15964, 400, -2567, 1025
4396, 184, 15768, 444, -2927, 1050
4576, 216, 14972, 459, -2857, 1137
4772, 224, 14920, 388, -2556, 1196
4700, 256, 14868, 373, -2346, 1243
4608, 356, 15276, 344, -2432, 1284
4716, 284, 15360, 374, -2613, 1319
4768, 320, 15188, 369, -2629, 1355
4868, 264, 15040, 336, -2417, 1421
4808, 296, 14948, 304, -2127, 1474
4708, 144, 14952, 224, -1681, 1474
4608, 164, 15216, 204, -1401, 1437
4488, 112, 15268, 222, -1205, 1403
4752, 252, 15164, 221, -940, 1349
4792, 256, 15108, 147, -597, 1295
4644, 348, 15076, 67, -244, 1274
4688, 428, 15288, 10, 79, 1249
4636, 432, 15476, -101, 144, 1225
4588, 432, 15852, -206, -61, 1182
4576, 372, 15540, -311, -319, 1127
4708, 272, 15408, -422, -511, 1166
4768, 264, 15348, -460, -625, 1140
4804, 196, 15124, -470, -629, 1162
4792, 204, 15216, -490, -509, 1187
4536, 88, 15052, -496, -461, 1207
4488, 76, 15352, -456, -667, 1169
4496, -216, 15356, -368, -959, 1071
4588, 44, 15136, -296, -1048, 1040
4756, -72, 14988, -202, -925, 999
4648, 24, 15088, -152, -802, 1038
4628, -8, 15284, -84, -734, 1046
4604, 112, 15276, -66, -672, 990
4608, 272, 15436, -6, -612, 991
4624, 232, 15244, 3, -633, 935
4524, 356, 15240, -72, -522, 897
4676, 316, 15368, -203, -420, 872
4716, 300, 15176, -304, -332, 816
4784, 336, 15088, -352, -236, 803
4696, 308, 15088, -374, -96, 789
4672, 308, 15160, -438, 49, 760
4652, 264, 15240, -500, 121, 735
4592, 316, 15480, -487, 30, 752
4660, 168, 15132, -545, -69, 732
