acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z
3708, -428, 15492, -237, -80, 860
3668, -496, 15576, -271, -26, 865
3744, -440, 15600, -268, 33, 862
3484, -512, 15540, -289, 50, 871
3628, -472, 15484, -279, 14, 858
3616, -456, 15480, -282, -88, 846
3728, -488, 15692, -290, -244, 858
3752, -444, 15632, -297, -355, 863
3836, -600, 15544, -331, -337, 900
3828, -496, 15380, -309, -237, 945
3608, -564, 15492, -263, -243, 980
3656, -700, 15732, -243, -304, 986
3636, -628, 15452, -171, -289, 953
3628, -636, 15568, -142, -248, 926
3624, -592, 15624, -168, -214, 939
3628, -640, 15576, -158, -200, 916
3668, -512, 15528, -178, -195, 890
3632, -424, 15400, -201, -200, 915
3664, -460, 15656, -171, -218, 921
3584, -376, 15428, -164, -214, 949
3672, -396, 15380, -200, -221, 954
3648, -404, 15396, -247, -185, 970
3684, -564, 15580, -243, -142, 955
3572, -428, 15484, -252, -79, 924
3604, -584, 15480, -242, -45, 926
3624, -572, 15684, -235, -112, 884
3664, -608, 15392, -213, -195, 852
3708, -556, 15512, -232, -149, 843
3724, -556, 15300, -215, -104, 882
3600, -596, 15556, -187, -104, 903
3636, -536, 15640, -177, -203, 921
3772, -532, 15516, -92, -263, 951
3576, -668, 15444, -91, -278, 965
3644, -560, 15512, -54, -209, 991
3504, -552, 15600, -46, -251, 957
3480, -560, 15592, -40, -308, 912
3612, -644, 15488, -14, -316, 899
3716, -428, 15620, -34, -294, 894
3756, -588, 15528, -37, -280, 907
3668, -476, 15416, -35, -265, 917
3684, -500, 15516, -22, -255, 946
3704, -476, 15564, -27, -177, 946
3712, -516, 15564, -2, -168, 973
3584, -440, 15384, -25, -168, 951
3596, -476, 15504, -11, -149, 955
3528, -500, 15544, -39, -129, 932
3552, -428, 15660, -81, -63, 890
3604, -440, 15516, -128, -32, 858
3732, -384, 15492, -207, 55, 866
3480, -508, 15540, -219, 101, 840
3480, -364, 15644, -222, 89, 823
3508, -468, 15728, -222, 38, 843
3672, -468, 15572, -227, 37, 876
3624, -532, 15452, -255, 59, 918
3708, -572, 15532, -226, 113, 915
3688, -584, 15684, -237, 71, 923
3552, -464, 15592, -252, 49, 924
3580, -640, 15536, -240, 41, 889
3732, -564, 15456, -241, 87, 866
3680, -568, 15508, -281, 138, 857
3696, -508, 15420, -262, 179, 867
3732, -504, 15444, -241, 185, 887
3636, -596, 15512, -206, 157, 901
3528, -660, 15716, -143, 79, 929
3640, -560, 15644, -110, 18, 904
3668, -580, 15368, -71, 37, 912
3776, -476, 15328, -41, 93, 917
3720, -512, 15536, -100, 155, 944
3628, -448, 15452, -118, 181, 958
3612, -516, 15520, -167, 225, 947
3524, -460, 15568, -207, 218, 922
3512, -436, 15556, -293, 178, 918
3488, -468, 15756, -282, 65, 898
3544, -516, 15588, -360, -4, 886
3472, -440, 15576, -386, -5, 927
3628, -512, 15768, -431, -125, 935
3516, -568, 15504, -415, -146, 918
3764, -584, 15440, -452, -133, 918
3592, -576, 15504, -422, -132, 961
3572, -616, 15576, -368, -122, 955
3520, -656, 15552, -295, -152, 994
3580, -668, 15416, -233, -199, 1003
3564, -696, 15652, -160, -226, 1015
3488, -640, 15508, -92, -231, 1025
3560, -624, 15456, -45, -168, 1051
3552, -640, 15460, -32, -134, 1027
3476, -588, 15632, -12, -118, 1047
3548, -564, 15516, -23, -134, 1028
3540, -472, 15716, -26, -124, 1007
3604, -452, 15620, -81, -141, 979
3564, -440, 15524, -122, -80, 989
3544, -340, 15572, -217, -49, 936
3472, -340, 15604, -254, -65, 928
3536, -244, 15528, -317, -37, 933
3520, -328, 15648, -355, 8, 925
3564, -436, 15564, -392, 119, 874
3552, -480, 15524, -464, 150, 868
3500, -508, 15512, -424, 184, 849
3500, -472, 15400, -458, 211, 866
3516, -496, 15452, -458, 259, 853
3428, -488, 15720, -445, 266, 839
3444, -612, 15848, -435, -39, 830
3508, -692, 15756, -419, -416, 841
3756, -664, 15352, -380, -496, 895
3776, -636, 15212, -341, -355, 948
3620, -716, 15060, -230, -259, 1015
3448, -780, 15456, -129, -260, 1030
3372, -696, 15456, -25, -311, 1014
3388, -772, 15540, 25, -324, 980
3460, -644, 15360, 68, -247, 952
3476, -512, 15436, 131, -204, 946
3572, -548, 15356, 82, -151, 928
3600, -500, 15512, 43, -100, 934
3528, -328, 15564, 48, -123, 942
3548, -384, 15660, -53, -176, 959
3496, -320, 15512, -106, -178, 972
3600, -384, 15516, -199, -101, 983
3564, -336, 15584, -255, -1, 984
3560, -508, 15644, -280, 57, 976
3468, -536, 15596, -305, 69, 933
3528, -560, 15548, -336, 37, 901
3472, -616, 15580, -298, 24, 867
3556, -568, 15452, -313, -41, 833
3508, -564, 15512, -304, -41, 847
3544, -492, 15364, -281, -45, 866
3628, -632, 15488, -252, -19, 902
3544, -600, 15444, -212, -6, 922
3584, -636, 15580, -184, -31, 968
3524, -632, 15440, -127, -45, 968
3588, -648, 15400, -76, -48, 974
3520, -548, 15532, -52, 6, 970
3484, -656, 15396, -34, 71, 971
3536, -624, 15508, -50, 119, 942
3396, -604, 15524, -39, 129, 925
3480, -500, 15508, -64, 138, 905
3508, -552, 15612, -45, 150, 928
3488, -532, 15404, -102, 139, 922
3548, -588, 15536, -119, 155, 933
3580, -460, 15632, -151, 218, 905
3444, -524, 15512, -175, 157, 877
3436, -496, 15572, -203, 2, 876
3540, -464, 15652, -230, -94, 881
3576, -448, 15512, -189, -93, 934
3564, -548, 15488, -186, -93, 997
3604, -552, 15564, -142, -107, 977
3420, -640, 15568, -115, -132, 992
3500, -552, 15588, -68, -120, 979
3396, -672, 15456, -10, -143, 961
3472, -684, 15660, 9, -225, 935
3476, -524, 15544, -14, -231, 911
3556, -564, 15556, 15, -216, 932
3612, -604, 15580, -39, -171, 950
3516, -464, 15636, -58, -141, 952
3476, -496, 15624, -73, -110, 920
3452, -540, 15764, -104, -64, 934
3356, -500, 15624, -92, -137, 887
3448, -568, 15588, -154, -160, 885
3616, -436, 15544, -135, -110, 878
3520, -528, 15612, -140, -105, 928
3528, -504, 15520, -162, -166, 936
3540, -496, 15572, -131, -183, 963
3488, -448, 15540, -130, -150, 1006
3512, -636, 15476, -109, -68, 1036
3468, -564, 15520, -106, -40, 1012
3500, -560, 15584, -106, -13, 976
3396, -592, 15516, -111, 37, 968
3504, -536, 15568, -75, 97, 919
3488, -564, 15592, -83, 117, 906
3436, -496, 15512, -79, 137, 881
3556, -432, 15660, -59, 111, 942
3476, -564, 15456, -70, 144, 945
3448, -488, 15568, -109, 115, 944
3472, -416, 15516, -145, 141, 962
3476, -436, 15576, -208, 159, 973
3428, -376, 15628, -214, 173, 959
3368, -504, 15668, -294, 110, 958
3396, -452, 15664, -298, 24, 952
3468, -536, 15560, -315, -24, 944
3452, -544, 15500, -273, -25, 977
3364, -576, 15456, -248, 57, 940
3304, -612, 15628, -244, 93, 968
3244, -664, 15552, -200, 95, 911
3376, -636, 15532, -171, 115, 875
3484, -604, 15456, -131, 137, 895
3380, -668, 15744, -121, -16, 892
3368, -612, 15720, -114, -189, 917
3476, -548, 15416, -127, -212, 946
3508, -548, 15388, -77, -171, 1001
3468, -552, 15504, -53, -129, 1013
3392, -640, 15412, -35, -127, 978
3388, -556, 15572, 1, -128, 972
3392, -456, 15520, -9, -101, 921
3356, -564, 15340, 58, -28, 882
3332, -616, 15276, -3, 174, 869
3380, -524, 15840, -57, 203, 811
3312, -596, 15704, -61, 131, 772
3356, -432, 15584, -98, 92, 770
3304, -340, 15696, -164, 66, 809
3228, -408, 15668, -182, 61, 848
3532, -504, 15656, -184, 15, 857
3408, -412, 15508, -188, -3, 872
3460, -532, 15392, -205, 33, 830
3532, -532, 15480, -239, 116, 822
3444, -552, 15480, -252, 120, 819
3352, -476, 15572, -228, 90, 822
3316, -540, 15664, -220, 53, 809
3328, -564, 15664, -192, 23, 827
3416, -572, 15536, -138, 4, 847
3440, -584, 15616, -101, 19, 838
3376, -668, 15416, -73, 64, 833
3416, -584, 15528, -75, 127, 844
3440, -540, 15572, -64, 113, 842
3344, -528, 15752, -77, -5, 867
3452, -588, 15584, -71, -110, 894
3404, -388, 15700, -89, -119, 904
3452, -476, 15512, -87, -124, 942
3444, -444, 15596, -104, -108, 969
3408, -496, 15540, -160, -65, 999
3232, -512, 15708, -160, -43, 977
3288, -480, 15528, -149, -62, 945
3288, -492, 15580, -143, -124, 926
3416, -576, 15524, -105, -110, 945
3388, -604, 15540, -100, -119, 959
3412, -604, 15640, -91, -174, 961
3352, -656, 15496, -43, -227, 970
3440, -508, 15496, -29, -203, 993
3432, -584, 15512, -5, -236, 992
3416, -528, 15396, 4, -270, 974
3228, -524, 15492, 25, -296, 980
3388, -536, 15520, 47, -250, 961
3388, -528, 15640, 48, -192, 984
3320, -384, 15632, 52, -190, 958
3372, -444, 15540, 43, -181, 942
3392, -408, 15600, 17, -161, 948
3412, -456, 15564, -25, -108, 928
3324, -452, 15688, -82, -51, 916
3336, -412, 15656, -136, -14, 920
3324, -444, 15808, -162, -58, 891
3412, -492, 15572, -218, -118, 857
3452, -380, 15480, -256, -53, 875
3436, -388, 15452, -270, 27, 865
3400, -500, 15488, -246, 48, 861
3336, -360, 15584, -218, 82, 889
3304, -492, 15840, -210, -52, 913
3352, -552, 15652, -188, -91, 893
3408, -584, 15560, -200, -89, 893
3300, -452, 15556, -191, -99, 944
3332, -624, 15532, -173, -79, 967
3360, -596, 15580, -155, -93, 961
3276, -520, 15608, -91, -99, 979
3488, -552, 15564, -93, -126, 998
3204, -576, 15556, -68, -129, 1021
3376, -548, 15544, -50, -152, 1040
3264, -528, 15604, -27, -137, 1029
3260, -544, 15628, -31, -140, 1001
3256, -552, 15564, -43, -153, 973
3244, -364, 15736, -48, -105, 969
3352, -500, 15752, -43, -161, 953
3332, -424, 15560, -50, -251, 979
3440, -416, 15536, -53, -270, 942
3320, -564, 15352, -33, -275, 1006
3408, -404, 15592, -52, -249, 1027
3428, -508, 15460, -36, -236, 1045
3308, -448, 15608, -28, -195, 1054
3372, -556, 15400, -25, -212, 1022
3280, -352, 15600, -21, -169, 993
3244, -456, 15576, -55, -104, 957
3380, -436, 15540, -29, -65, 949
3288, -472, 15468, -48, -20, 918
3292, -452, 15780, -63, -1, 935
3292, -388, 15564, -95, 37, 929
3260, -412, 15616, -68, 7, 952
3232, -388, 15688, -113, -41, 975
3376, -376, 15512, -157, -97, 968
3360, -420, 15556, -193, -72, 951
3376, -520, 15580, -238, -81, 955
3332, -408, 15612, -216, -97, 907
3240, -468, 15584, -222, -157, 953
3380, -572, 15600, -224, -181, 954
3460, -580, 15464, -218, -155, 978
3324, -600, 15596, -166, -122, 1024
3264, -612, 15400, -96, -178, 1051
3232, -612, 15536, -30, -240, 1039
3352, -572, 15376, 31, -255, 1059
3260, -560, 15372, 43, -183, 1044
3236, -492, 15532, 75, -157, 1047
3244, -528, 15640, 68, -196, 1042
3320, -452, 15540, 54, -193, 1019
3316, -464, 15516, 38, -196, 1009
3264, -428, 15528, 28, -181, 1030
3280, -304, 15624, -14, -158, 1024
3264, -420, 15536, -30, -124, 987
3244, -504, 15656, -94, -106, 962
3296, -428, 15672, -130, -75, 904
3312, -424, 15704, -174, -42, 883
3232, -472, 15780, -194, -42, 857
3344, -464, 15596, -238, -60, 850
3512, -468, 15592, -235, -44, 851
3480, -404, 15640, -226, 4, 869
3348, -472, 15572, -212, 62, 911
3296, -464, 15672, -161, 1, 907
3364, -468, 15724, -123, -77, 964
3224, -516, 15752, -36, -172, 978
3292, -496, 15528, -19, -251, 995
3480, -528, 15332, -19, -189, 1036
3416, -432, 15508, -8, -113, 1062
3340, -492, 15564, 54, -160, 1061
3456, -504, 15740, 40, -244, 1073
3304, -400, 15372, 41, -238, 1054
3236, -480, 15576, 5, -226, 1045
3124, -464, 15460, -53, -168, 1017
3172, -576, 15504, -63, -146, 1002
3208, -544, 15668, -41, -128, 973
3228, -484, 15548, -31, -81, 924
3236, -492, 15552, -46, -11, 930
3192, -520, 15524, -34, 8, 906
3232, -444, 15592, -48, -27, 889
3264, -496, 15632, -52, -46, 901
3332, -252, 15544, -80, -97, 965
3420, -380, 15504, -79, -94, 987
3360, -380, 15532, -55, -133, 999
3232, -384, 15676, -61, -102, 1000
3168, -468, 15616, -59, -137, 1022
3276, -428, 15528, -2, -188, 1029
3380, -428, 15780, -47, -299, 1014
3260, -516, 15504, -56, -405, 1018
3332, -576, 15540, -20, -413, 1028
3344, -540, 15400, -26, -359, 1013
3244, -556, 15452, -25, -345, 1028
3260, -488, 15472, -16, -332, 1020
3116, -516, 15472, 5, -365, 993
3332, -340, 15564, -17, -322, 983
3332, -392, 15576, -35, -307, 986
3212, -464, 15572, -55, -255, 994
3356, -472, 15752, -82, -316, 951
3372, -352, 15532, -100, -271, 960
3268, -412, 15668, -125, -257, 956
3336, -436, 15488, -119, -243, 971
3472, -412, 15504, -131, -239, 946
3296, -324, 15476, -157, -215, 982
3420, -300, 15616, -143, -204, 983
3396, -360, 15636, -166, -205, 1027
3268, -456, 15436, -202, -212, 1051
3452, -312, 15516, -178, -180, 1069
3340, -352, 15604, -172, -187, 1074
3360, -512, 15436, -177, -167, 1064
3420, -532, 15648, -189, -166, 1055
3092, -516, 15600, -216, -155, 1053
3208, -540, 15672, -219, -337, 1031
3288, -416, 15516, -221, -405, 1031
3268, -488, 15460, -165, -336, 1053
3260, -396, 15500, -95, -313, 1069
3276, -480, 15600, -69, -282, 1089
3224, -552, 15484, -64, -322, 1090
3136, -488, 15700, -75, -380, 1085
3240, -504, 15636, -34, -355, 1057
3272, -428, 15440, -110, -339, 1017
3344, -372, 15496, -150, -269, 1003
3372, -416, 15596, -135, -277, 965
3376, -344, 15644, -148, -255, 1002
3380, -384, 15648, -175, -259, 1035
3364, -392, 15496, -241, -259, 1033
3344, -424, 15752, -242, -218, 1007
3368, -348, 15640, -242, -215, 1002
3288, -416, 15664, -273, -175, 1013
3360, -436, 15512, -256, -161, 997
3316, -432, 15608, -250, -192, 962
3316, -420, 15536, -222, -228, 975
3296, -532, 15540, -229, -250, 1003
3296, -484, 15528, -188, -327, 1030
3264, -440, 15480, -195, -344, 1063
3420, -452, 15760, -193, -347, 1032
3284, -468, 15588, -193, -358, 1062
3288, -448, 15472, -208, -389, 1028
3264, -616, 15532, -181, -358, 1031
3292, -540, 15464, -136, -278, 1005
3224, -492, 15524, -141, -247, 956
3252, -464, 15600, -120, -241, 912
3272, -468, 15644, -151, -199, 885
3260, -368, 15616, -159, -189, 909
3444, -332, 15624, -167, -159, 890
3548, -404, 15636, -195, -160, 905
3424, -404, 15560, -285, -123, 894
3300, -412, 15636, -276, -94, 904
3252, -356, 15712, -324, -100, 910
3320, -336, 15604, -348, -133, 879
3272, -304, 15720, -326, -174, 875
3432, -476, 15652, -371, -267, 889
3432, -360, 15560, -364, -293, 875
3476, -544, 15624, -394, -260, 907
3344, -488, 15528, -391, -257, 909
3364, -464, 15496, -381, -277, 928
3264, -436, 15616, -338, -273, 945
3232, -548, 15504, -314, -347, 964
3304, -588, 15452, -295, -360, 963
3432, -668, 15648, -234, -323, 994
3228, -588, 15480, -208, -295, 968
3316, -504, 15440, -175, -196, 956
3248, -532, 15416, -160, -169, 935
3344, -540, 15480, -159, -129, 902
3296, -492, 15476, -137, -113, 873
3284, -456, 15800, -147, -140, 855
3368, -456, 15644, -165, -178, 852
3416, -396, 15608, -144, -256, 882
3320, -384, 15520, -195, -223, 897
3404, -352, 15544, -198, -186, 907
3380, -408, 15616, -224, -177, 916
3408, -332, 15580, -227, -185, 924
3452, -356, 15756, -259, -146, 909
3404, -380, 15528, -249, -163, 920
3324, -448, 15568, -250, -158, 921
3348, -404, 15756, -236, -192, 920
3292, -376, 15596, -256, -251, 932
3348, -440, 15588, -294, -289, 910
3524, -460, 15368, -262, -257, 946
3440, -472, 15356, -306, -193, 975
3300, -508, 15472, -266, -156, 999
3308, -548, 15644, -221, -134, 1001
3104, -596, 15616, -162, -201, 1016
3284, -500, 15752, -152, -298, 996
3268, -592, 15584, -171, -375, 973
3360, -496, 15540, -147, -411, 994
3404, -464, 15556, -174, -321, 1004
3392, -520, 15356, -194, -268, 996
3284, -480, 15628, -156, -267, 1006
3316, -484, 15732, -174, -222, 984
3264, -464, 15412, -118, -253, 968
3312, -500, 15688, -136, -179, 961
3276, -472, 15580, -169, -173, 956
3256, -400, 15764, -204, -236, 962
3248, -344, 15792, -198, -359, 960
3560, -324, 15660, -210, -456, 965
3508, -512, 15332, -218, -393, 960
3372, -500, 15428, -226, -342, 970
3336, -608, 15632, -227, -323, 967
3412, -536, 15680, -180, -320, 956
3360, -428, 15496, -186, -315, 940
3384, -452, 15612, -183, -354, 951
3480, -516, 15556, -159, -317, 987
3444, -460, 15528, -154, -283, 983
3508, -456, 15636, -176, -232, 983
3444, -480, 15520, -185, -166, 1025
3452, -452, 15628, -217, -161, 996
3312, -488, 15660, -231, -175, 985
3356, -476, 15636, -213, -155, 962
3340, -488, 15768, -233, -144, 977
3284, -392, 15572, -244, -149, 969
3384, -460, 15584, -226, -156, 997
3332, -452, 15512, -211, -119, 1012
3348, -496, 15672, -217, -124, 1015
3360, -508, 15616, -234, -132, 1039
3340, -568, 15556, -240, -145, 998
3376, -508, 15496, -254, -126, 1023
3344, -560, 15504, -238, -150, 1007
3308, -572, 15516, -211, -108, 989
3288, -496, 15532, -208, -105, 1008
3236, -456, 15624, -185, -90, 1018
3296, -536, 15572, -192, -136, 1004
3292, -476, 15688, -193, -247, 996
3312, -432, 15616, -170, -337, 1004
3348, -556, 15656, -183, -446, 1033
3332, -588, 15476, -140, -494, 1076
3396, -464, 15432, -127, -437, 1097
3308, -496, 15516, -85, -421, 1082
3372, -504, 15456, -45, -388, 1034
3288, -564, 15804, -19, -362, 1001
3316, -492, 15692, -41, -358, 1012
3436, -540, 15556, -61, -317, 995
3332, -412, 15608, -63, -273, 971
3352, -408, 15640, -112, -252, 997
3400, -560, 15528, -136, -221, 1007
3388, -376, 15496, -190, -193, 1001
3408, -364, 15588, -233, -169, 995
3308, -484, 15688, -272, -171, 985
3228, -484, 15712, -274, -269, 991
3412, -456, 15508, -244, -326, 996
3456, -492, 15504, -265, -334, 1021
3300, -452, 15492, -264, -311, 1041
3268, -508, 15388, -263, -311, 1033
3356, -592, 15496, -252, -256, 1045
3296, -664, 15396, -268, -223, 1000
3364, -608, 15540, -244, -194, 980
3368, -512, 15552, -176, -200, 968
3308, -512, 15660, -187, -239, 949
3292, -500, 15740, -110, -409, 980
3488, -576, 15504, -111, -469, 996
3440, -536, 15404, -118, -380, 1063
3416, -524, 15440, -132, -280, 1048
3444, -492, 15608, -107, -252, 1046
3288, -532, 15592, -137, -198, 1002
3372, -520, 15668, -118, -148, 983
3320, -504, 15764, -146, -146, 980
3352, -448, 15756, -151, -232, 938
3432, -392, 15828, -161, -272, 977
3520, -472, 15564, -167, -268, 969
3360, -436, 15540, -173, -201, 1015
3336, -532, 15604, -183, -202, 1003
3324, -568, 15584, -181, -204, 971
3244, -580, 15528, -171, -205, 892
3296, -436, 15572, -172, -222, 861
3256, -592, 15672, -149, -347, 867
3304, -544, 15524, -168, -464, 854
3420, -436, 15524, -174, -410, 904
3520, -452, 15432, -172, -358, 928
3488, -528, 15464, -166, -324, 973
3368, -484, 15528, -141, -311, 968
3380, -552, 15504, -131, -285, 966
3424, -540, 15440, -139, -264, 927
3356, -516, 15584, -174, -243, 903
3440, -420, 15676, -181, -207, 901
3548, -440, 15628, -193, -180, 930
3400, -548, 15700, -201, -122, 927
3580, -460, 15588, -207, -64, 962
3416, -536, 15804, -191, -71, 966
3604, -572, 15740, -215, -126, 1004
3476, -524, 15764, -164, -236, 1045
3280, -540, 15548, -126, -282, 1031
3516, -592, 15580, -109, -282, 1056
3400, -412, 15544, -89, -224, 1048
3372, -572, 15584, -106, -218, 1072
3340, -444, 15644, -82, -206, 1060
3392, -472, 15500, -93, -186, 1052
3268, -460, 15428, -124, -161, 1061
3316, -416, 15652, -125, -171, 1052
3220, -548, 15796, -186, -346, 1021
3220, -496, 15544, -206, -399, 982
3440, -496, 15304, -222, -275, 1033
3392, -528, 15364, -219, -179, 1022
3288, -564, 15664, -177, -117, 979
3308, -544, 15444, -155, -97, 946
3336, -424, 15428, -143, -103, 951
3364, -528, 15392, -112, -106, 954
3336, -504, 15576, -159, -97, 983
3356, -412, 15908, -156, -281, 961
3400, -524, 15800, -142, -443, 943
3400, -516, 15528, -126, -456, 950
3532, -588, 15432, -141, -356, 985
3432, -512, 15448, -112, -240, 986
3344, -532, 15560, -86, -276, 972
3296, -552, 15580, -71, -364, 955
3416, -528, 15568, -52, -340, 939
3428, -468, 15336, -58, -291, 950
3512, -584, 15596, -62, -228, 964
3432, -432, 15584, -87, -189, 977
3280, -456, 15696, -98, -244, 955
3344, -468, 15728, -159, -375, 967
3432, -412, 15516, -122, -399, 985
3304, -428, 15572, -132, -327, 1013
3448, -452, 15520, -155, -282, 1038
3480, -504, 15516, -139, -233, 1033
3476, -484, 15704, -159, -257, 1032
3460, -464, 15704, -197, -258, 1048
3464, -576, 15676, -173, -251, 1071
3384, -528, 15516, -187, -238, 1073
3416, -416, 15636, -153, -188, 1102
3416, -592, 15384, -156, -155, 1072
3460, -416, 15576, -157, -110, 1054
3364, -452, 15604, -148, -72, 1043
3356, -456, 15468, -148, -36, 1013
3404, -480, 15616, -159, -20, 1014
3348, -524, 15652, -163, -67, 997
3400, -508, 15716, -201, -95, 1009
3404, -504, 15716, -205, -130, 1022
3424, -572, 15564, -217, -228, 990
3384, -564, 15544, -195, -264, 998
3436, -420, 15484, -191, -195, 1015
3380, -452, 15524, -143, -189, 1072
3380, -564, 15500, -87, -186, 1063
3352, -584, 15700, -52, -231, 1081
3252, -472, 15664, -88, -287, 1056
3388, -512, 15616, -88, -331, 1045
3500, -384, 15568, -85, -308, 1057
3476, -448, 15416, -131, -318, 1058
3440, -452, 15524, -125, -325, 1044
3448, -452, 15476, -120, -312, 1061
3440, -484, 15552, -138, -259, 1047
3408, -492, 15608, -140, -206, 1053
3368, -424, 15612, -166, -157, 1044
3408, -516, 15624, -186, -172, 991
3248, -544, 15536, -147, -156, 997
3392, -564, 15532, -143, -181, 967
3480, -536, 15600, -160, -204, 988
3584, -448, 15544, -116, -209, 1004
3564, -504, 15484, -133, -260, 1026
3440, -504, 15556, -127, -309, 1051
3436, -504, 15404, -120, -321, 1067
3532, -556, 15540, -128, -399, 1072
3292, -540, 15600, -110, -455, 1058
3456, -520, 15524, -89, -403, 1073
3424, -524, 15560, -111, -375, 1081
3364, -560, 15552, -106, -359, 1078
3416, -580, 15628, -120, -314, 1019
3476, -500, 15560, -167, -282, 987
3484, -572, 15428, -189, -217, 976
3544, -500, 15492, -179, -116, 965
3424, -472, 15584, -207, -84, 935
3336, -464, 15572, -188, -51, 954
3488, -432, 15648, -207, -50, 931
3348, -492, 15560, -225, -36, 912
3396, -512, 15456, -218, 0, 922
3484, -576, 15452, -232, 46, 891
3452, -480, 15664, -250, 51, 911
3360, -436, 15700, -218, 5, 895
3324, -364, 15580, -219, -37, 913
3380, -464, 15580, -172, -82, 944
3424, -420, 15680, -211, -69, 950
3352, -520, 15556, -189, -120, 926
3228, -448, 15432, -216, -178, 903
3452, -448, 15508, -187, -200, 907
3260, -524, 15844, -195, -301, 959
3352, -620, 15548, -163, -446, 985
3452, -552, 15484, -158, -433, 1060
3424, -468, 15452, -174, -339, 1081
3360, -572, 15508, -129, -343, 1063
3308, -660, 15604, -138, -406, 1067
3324, -672, 15484, -131, -414, 991
3444, -628, 15420, -112, -354, 1004
3336, -624, 15376, -53, -328, 975
3264, -580, 15652, -59, -316, 974
3376, -644, 15660, -53, -326, 978
3420, -484, 15464, -71, -281, 952
3372, -372, 15628, -74, -265, 961
3540, -372, 15524, -102, -245, 968
3432, -412, 15656, -151, -231, 960
3424, -256, 15620, -186, -237, 958
3400, -452, 15656, -244, -237, 942
3444, -432, 15580, -274, -334, 934
3460, -528, 15676, -277, -331, 951
3432, -412, 15556, -259, -289, 984
3408, -540, 15584, -243, -289, 1013
3448, -432, 15480, -220, -256, 1023
3448, -576, 15644, -231, -205, 984
3408, -576, 15376, -197, -174, 974
3404, -556, 15516, -196, -115, 931
3360, -472, 15460, -170, -103, 944
3336, -532, 15672, -139, -116, 929
3396, -516, 15728, -129, -169, 901
3344, -548, 15660, -148, -233, 932
3444, -548, 15484, -170, -208, 980
3520, -524, 15444, -168, -215, 990
3360, -556, 15584, -185, -211, 992
3328, -516, 15560, -197, -168, 1014
3436, -536, 15652, -179, -185, 979
3312, -488, 15556, -191, -212, 966
3368, -536, 15512, -190, -204, 971
3236, -472, 15580, -155, -279, 991
3316, -588, 15608, -140, -399, 971
3452, -572, 15576, -105, -400, 1000
3432, -592, 15432, -103, -373, 1005
3352, -580, 15468, -16, -336, 1023
3396, -480, 15560, 6, -314, 1016
3500, -460, 15548, -45, -294, 1018
3588, -624, 15704, -19, -306, 981
3380, -384, 15436, 18, -252, 963
3472, -512, 15572, -27, -193, 992
3544, -396, 15668, -76, -137, 977
3392, -396, 15664, -120, -130, 951
3376, -412, 15672, -172, -97, 937
3392, -324, 15604, -206, -79, 936
3452, -416, 15604, -248, -10, 920
3472, -480, 15732, -306, -44, 910
3460, -392, 15620, -324, -102, 922
3420, -516, 15608, -326, -105, 895
3480, -392, 15608, -326, -96, 917
3408, -524, 15716, -270, -174, 932
3536, -600, 15612, -264, -288, 938
3376, -504, 15508, -206, -341, 982
3472, -624, 15384, -192, -358, 1000
3464, -604, 15432, -124, -322, 1008
3388, -600, 15612, -83, -325, 1018
3432, -568, 15408, -73, -334, 969
3332, -544, 15424, -40, -278, 970
3256, -472, 15572, 23, -296, 952
3488, -444, 15600, 32, -264, 989
3424, -364, 15668, 32, -258, 1026
3588, -404, 15660, -48, -221, 1017
3380, -448, 15520, -94, -175, 1017
3416, -404, 15548, -130, -144, 1001
3308, -432, 15584, -207, -83, 959
3372, -420, 15740, -247, -24, 926
3300, -460, 15556, -253, -19, 898
3424, -492, 15604, -258, -40, 906
3404, -472, 15408, -224, -40, 886
3368, -496, 15608, -264, -95, 923
3508, -588, 15524, -266, -117, 938
3452, -500, 15496, -280, -127, 939
3416, -548, 15552, -252, -174, 983
3416, -556, 15516, -248, -236, 972
3424, -636, 15440, -210, -262, 983
3520, -636, 15580, -124, -273, 967
3440, -544, 15448, -101, -275, 992
3400, -568, 15568, -58, -232, 1026
3392, -548, 15592, -29, -301, 1007
3528, -576, 15712, -51, -291, 978
3472, -600, 15556, -59, -257, 1020
3464, -504, 15460, -73, -192, 1000
3416, -544, 15604, -59, -174, 997
3472, -444, 15740, -89, -171, 984
3424, -344, 15560, -67, -171, 996
3288, -360, 15784, -110, -179, 1044
3420, -532, 15688, -118, -227, 1011
3376, -372, 15544, -109, -226, 1027
3412, -464, 15352, -187, -178, 1041
3372, -436, 15464, -199, -168, 1018
3432, -616, 15540, -231, -165, 974
3432, -548, 15592, -199, -192, 947
3388, -508, 15468, -209, -195, 959
3380, -604, 15588, -206, -167, 971
3320, -512, 15560, -157, -159, 964
3500, -568, 15464, -173, -134, 948
3352, -508, 15520, -149, -108, 967
3384, -628, 15604, -190, -143, 922
3452, -500, 15600, -211, -237, 892
3488, -552, 15620, -249, -243, 904
3540, -584, 15452, -254, -206, 947
3428, -548, 15468, -230, -157, 992
3528, -532, 15572, -206, -143, 1017
3396, -452, 15652, -153, -156, 1027
3392, -584, 15696, -123, -160, 1040
3348, -468, 15556, -127, -148, 1015
3408, -648, 15412, -105, -183, 1012
3408, -556, 15428, -102, -174, 998
3412, -544, 15468, -83, -164, 1022
3424, -528, 15420, -43, -162, 1078
